Country/Territories,Currency,Currency Code,Currency Units per £1,Start date,End date
Madagascar,Malagasy Ariary,MGA,5723.7392,01/07/2024,31/07/2024
Malawi,Kwacha,MWK,2207.4924,01/07/2024,31/07/2024
Malaysia,Ringgit,MYR,5.9939,01/07/2024,31/07/2024
Maldive Islands,Rufiyaa,MVR,19.6000,01/07/2024,31/07/2024
Mali Republic,CFA Franc,XOF,776.9327,01/07/2024,31/07/2024
Mauritania,Ouguiya,MRU,49.9398,01/07/2024,31/07/2024
Mauritius,Rupee,MUR,59.4548,01/07/2024,31/07/2024
Mexico,Mexican Peso,MXN,23.4762,01/07/2024,31/07/2024
Moldova,Leu,MDL,22.6795,01/07/2024,31/07/2024
Mongolia,Tugrik,MNT,4330.3578,01/07/2024,31/07/2024
Montserrat,E Caribbean Dollar,XCD,3.4384,01/07/2024,31/07/2024
Morocco,Dirham,MAD,12.6963,01/07/2024,31/07/2024
Mozambique,Metical,MZN,81.2202,01/07/2024,31/07/2024
Myanmar,Kyat,MMK,2672.0219,01/07/2024,31/07/2024
Nepal,Rupee,NPR,170.0464,01/07/2024,31/07/2024
New Caledonia,CFP Franc,XPF,141.3397,01/07/2024,31/07/2024
New Zealand,Dollar,NZD,2.0755,01/07/2024,31/07/2024
Nicaragua,Gold Cordoba,NIO,46.7932,01/07/2024,31/07/2024
Niger Republic,CFA Franc,XOF,776.9327,01/07/2024,31/07/2024
Nigeria,Naira,NGN,1910.5933,01/07/2024,31/07/2024
Norway,Norwegian Krone,NOK,13.4400,01/07/2024,31/07/2024
Oman,Rial,OMR,0.4902,01/07/2024,31/07/2024
Pakistan,Rupee,PKR,354.6140,01/07/2024,31/07/2024
Panama,Balboa,PAB,1.2732,01/07/2024,31/07/2024
Papua New Guinea,Kina,PGK,4.9122,01/07/2024,31/07/2024
Paraguay,Guarani,PYG,9551.2032,01/07/2024,31/07/2024
Peru,New Sol,PEN,4.8536,01/07/2024,31/07/2024
Philippines,Peso,PHP,74.7975,01/07/2024,31/07/2024
Poland,Zloty,PLN,5.1288,01/07/2024,31/07/2024
Qatar,Riyal,QAR,4.6344,01/07/2024,31/07/2024
Romania,New Leu,RON,5.8944,01/07/2024,31/07/2024
Russia,Rouble,RUB,106.0948,01/07/2024,31/07/2024
Rwanda,Franc,RWF,1654.8127,01/07/2024,31/07/2024
Saudi Arabia,Riyal,SAR,4.7745,01/07/2024,31/07/2024
Senegal,CFA Franc,XOF,776.9327,01/07/2024,31/07/2024
Serbia,Dinar,RSD,138.6518,01/07/2024,31/07/2024
Seychelles,Rupee,SCR,17.6934,01/07/2024,31/07/2024
Sierra Leone,Leone,SLE,28.5837,01/07/2024,31/07/2024
Singapore,Dollar,SGD,1.7196,01/07/2024,31/07/2024
Soloman Islands,Dollar,SBD,10.5487,01/07/2024,31/07/2024
Somali Republic,Schilling,SOS,726.5185,01/07/2024,31/07/2024
South Africa,Rand,ZAR,22.9255,01/07/2024,31/07/2024
South Korea,Won,KRW,1757.9587,01/07/2024,31/07/2024
Sri Lanka,Rupee,LKR,388.5022,01/07/2024,31/07/2024
St Christopher & Anguilla,E Caribbean Dollar,XCD,3.4384,01/07/2024,31/07/2024
St Lucia,E Caribbean Dollar,XCD,3.4384,01/07/2024,31/07/2024
St Vincent,E Caribbean Dollar,XCD,3.4384,01/07/2024,31/07/2024
Sudan Republic,Pound,SDG,765.1364,01/07/2024,31/07/2024
Surinam,Dollar,SRD,40.0493,01/07/2024,31/07/2024
Swaziland,Lilangeni,SZL,22.9255,01/07/2024,31/07/2024
Sweden,Krona,SEK,13.2727,01/07/2024,31/07/2024
Switzerland,Franc,CHF,1.1258,01/07/2024,31/07/2024
Taiwan,Dollar,TWD,41.2174,01/07/2024,31/07/2024
Tanzania,Schilling,TZS,3348.9523,01/07/2024,31/07/2024
Thailand,Baht,THB,46.6766,01/07/2024,31/07/2024
Togo Republic,CFA Franc,XOF,776.9327,01/07/2024,31/07/2024
Tonga Islands,Pa'anga (AUS),TOP,3.0086,01/07/2024,31/07/2024
Trinidad/Tobago,Dollar,TTD,8.6388,01/07/2024,31/07/2024
Tunisia,Dinar,TND,3.9854,01/07/2024,31/07/2024
Turkey,Turkish  Lira,TRY,41.4287,01/07/2024,31/07/2024
Turkmenistan,New Manat,TMT,4.4607,01/07/2024,31/07/2024
UAE,Dirham,AED,4.6758,01/07/2024,31/07/2024
USA,Dollar,USD,1.2732,01/07/2024,31/07/2024
Uganda,Schilling,UGX,4757.9047,01/07/2024,31/07/2024
Ukraine,Hryvnia,UAH,51.6034,01/07/2024,31/07/2024
Uruguay,Peso,UYU,50.1127,01/07/2024,31/07/2024
Uzbekistan,Sum,UZS,16054.8070,01/07/2024,31/07/2024
Vanuatu,Vatu,VUV,152.1917,01/07/2024,31/07/2024
Venezuela,Bolivar Fuerte,VEF,4627920.0720,01/07/2024,31/07/2024
Vietnam,Dong,VND,32207.3174,01/07/2024,31/07/2024
Wallis & Futuna Islands,CFP Franc,XPF,141.3397,01/07/2024,31/07/2024
Western Samoa,Tala,WST,3.4864,01/07/2024,31/07/2024
Yemen (Rep of),Rial,YER,318.7377,01/07/2024,31/07/2024
Zambia,Kwacha,ZMW,32.5021,01/07/2024,31/07/2024
Zimbabwe,Zimbabwe Gold,ZIG,17.3690,01/07/2024,31/07/2024
